id,full_name,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,roster_status,games_played_current_season_flag,team_id,team_name,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,is_active
2042,Courtney Alexander,1977-04-27T00:00:00,Fresno State,USA,Fresno State/USA,6-5,205.0,4,32,Guard,Inactive,N,1610612764,Wizards,N,Y,Y,2000,1,13,N,False
76022,Gary Alexander,1969-11-01T00:00:00,South Florida,USA,South Florida/USA,6-7,240.0,1,16,Forward,Inactive,N,1610612739,Cavaliers,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
201570,Joe Alexander,1986-12-26T00:00:00,West Virginia,USA,West Virginia/USA,6-8,230.0,3,20,Forward,Inactive,N,1610612749,Bucks,Y,Y,Y,2008,1,8,N,False
1629734,Kyle Alexander,1996-10-21T00:00:00,Tennessee,Canada,Tennessee/Canada,6-10,216.0,2,17,Forward-Center,Inactive,N,1610612748,Heat,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1641725,Trey Alexander,2003-05-02T00:00:00,Creighton,USA,Creighton/USA,6-4,185.0,0,23,Guard,Active,Y,1610612743,Nuggets,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,True
1630234,Ty-Shon Alexander,1998-07-16T00:00:00,Creighton,USA,Creighton/USA,6-3,195.0,2,0,Guard,Inactive,N,1610612756,Suns,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
2349,Victor Alexander,1969-08-31T00:00:00,Iowa State,USA,Iowa State/USA,6-10,265.0,5,9,Forward,Inactive,N,1610612744,Warriors,N,Y,Y,1991,1,17,N,False
1629638,Nickeil Alexander-Walker,1998-09-02T00:00:00,Virginia Tech,Canada,Virginia Tech/Canada,6-5,205.0,5,9,Guard,Active,Y,1610612750,Timberwolves,Y,Y,Y,2019,1,17,N,True
76024,Steve Alford,1964-11-23T00:00:00,Indiana,USA,Indiana/USA,6-2,183.0,4,4,Guard,Inactive,N,1610612742,Mavericks,N,Y,Y,1987,2,26,N,False
1628959,Rawle Alkins,1997-10-29T00:00:00,Arizona,USA,Arizona/USA,6-5,225.0,2,20,Guard,Inactive,N,1610612741,Bulls,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76028,Bob Allen,1946-07-17T00:00:00,Marshall,USA,Marshall/USA,6-9,205.0,1,50,Forward,Inactive,N,1610612744,Warriors,N,Y,Y,1968,6,71,N,False
1628960,Grayson Allen,1995-10-08T00:00:00,Duke,USA,Duke/USA,6-4,198.0,6,8,Guard,Active,Y,1610612756,Suns,Y,Y,Y,2018,1,21,N,True
1628386,Jarrett Allen,1998-04-21T00:00:00,Texas,USA,Texas/USA,6-9,243.0,7,31,Center,Active,Y,1610612739,Cavaliers,N,Y,Y,2017,1,22,N,True
706,Jerome Allen,1973-01-28T00:00:00,Pennsylvania,USA,Pennsylvania/USA,6-4,184.0,2,53,Guard,Inactive,N,1610612754,Pacers,N,Y,Y,1995,2,49,N,False
1628443,Kadeem Allen,1993-01-15T00:00:00,Arizona,USA,Arizona/USA,6-1,200.0,3,,Guard,Inactive,N,0,,Y,Y,Y,2017,2,53,N,False
202730,Lavoy Allen,1989-02-04T00:00:00,Temple,USA,Temple/USA,6-9,260.0,7,5,Forward-Center,Inactive,N,1610612754,Pacers,Y,Y,Y,2011,2,50,N,False
76027,Lucius Allen,1947-09-26T00:00:00,UCLA,USA,UCLA/USA,6-2,175.0,10,42,Guard,Inactive,N,1610612749,Bucks,N,Y,Y,1969,1,3,N,False
2124,Malik Allen,1978-06-27T00:00:00,Villanova,USA,Villanova/USA,6-10,255.0,11,35,Forward,Inactive,N,1610612748,Heat,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76025,Randy Allen,1965-01-26T00:00:00,Florida State,USA,Florida State/USA,6-8,220.0,2,33,Forward,Inactive,N,1610612758,Kings,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
951,Ray Allen,1975-07-20T00:00:00,Connecticut,USA,Connecticut/USA,6-5,205.0,18,34,Guard,Inactive,N,1610612749,Bucks,N,Y,Y,1996,1,5,Y,False
1641851,Timmy Allen,2000-01-09T00:00:00,Texas,USA,Texas/USA,6-6,210.0,1,,Forward,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
2754,Tony Allen,1982-01-11T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-4,213.0,14,,Guard-Forward,Inactive,N,0,,N,Y,Y,2004,1,25,N,False
76029,Odis Allison,1949-10-02T00:00:00,UNLV,USA,UNLV/USA,6-6,195.0,1,22,Forward,Inactive,N,1610612744,Warriors,N,Y,Y,1971,5,76,N,False
200984,Lance Allred,1981-02-02T00:00:00,Weber State,USA,Weber State/USA,6-11,250.0,2,41,Center,Inactive,N,1610612739,Cavaliers,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76030,Darrell Allums,1958-09-12T00:00:00,UCLA,USA,UCLA/USA,6-8,220.0,1,32,Forward,Inactive,N,1610612742,Mavericks,N,Y,Y,1980,5,103,N,False
201165,Morris Almond,1985-02-02T00:00:00,Rice,USA,Rice/USA,6-6,225.0,4,21,Guard,Inactive,N,1610612762,Jazz,Y,Y,Y,2007,1,25,N,False
308,Derrick Alston,1972-08-20T00:00:00,Duquesne,USA,Duquesne/USA,6-11,225.0,3,,Center,Inactive,N,0,,N,Y,Y,1994,2,33,N,False
1747,Rafer Alston,1976-07-24T00:00:00,Fresno State,USA,Fresno State/USA,6-2,175.0,11,11,Guard,Inactive,N,1610612745,Rockets,Y,Y,Y,1998,2,39,N,False
1824,Peter Aluma,1973-04-26T00:00:00,Liberty,USA,Liberty/USA,6-10,260.0,1,,Center,Inactive,N,0,,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1630631,Jose Alvarado,1998-04-12T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-0,179.0,3,15,Guard,Active,Y,1610612740,Pelicans,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,True
680,John Amaechi,1970-11-26T00:00:00,Penn State,United Kingdom,Penn State/United Kingdom,6-10,270.0,6,13,Forward-Center,Inactive,N,1610612753,Magic,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
732,Ashraf Amaya,1971-11-23T00:00:00,Southern Illinois,USA,Southern Illinois/USA,6-8,230.0,2,,Forward,Inactive,N,0,,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
202329,Al-Farouq Aminu,1990-09-21T00:00:00,Wake Forest,USA,Wake Forest/USA,6-8,220.0,12,5,Forward,Inactive,N,1610612757,Trail Blazers,N,Y,Y,2010,1,8,N,False
200811,Lou Amundson,1982-12-07T00:00:00,UNLV,USA,UNLV/USA,6-9,220.0,11,17,Forward,Inactive,N,1610612756,Suns,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76034,Bob Anderegg,1937-08-24T00:00:00,Michigan State,USA,Michigan State/USA,6-3,200.0,1,18,Forward,Inactive,N,1610612752,Knicks,N,Y,Y,1959,3,20,N,False
2365,Chris Andersen,1978-07-07T00:00:00,Blinn J.C.,USA,Blinn J.C./USA,6-10,245.0,15,,Forward-Center,Inactive,N,0,,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
2431,David Andersen,1980-06-23T00:00:00,FC Barcelona,Australia,FC Barcelona/Australia,,,20,,,Inactive,N,0,,N,Y,Y,2002,2,36,N,False
101187,Alan Anderson,1982-10-16T00:00:00,Michigan State,USA,Michigan State/USA,6-6,220.0,9,9,Forward-Guard,Inactive,N,1610612751,Nets,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
202079,Antonio Anderson,1985-06-05T00:00:00,Memphis,USA,Memphis/USA,6-6,215.0,2,,Guard,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76035,Cliff Anderson,1944-09-07T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-2,200.0,3,26,Guard,Inactive,N,1610612747,Lakers,N,Y,Y,1967,4,35,N,False
76036,Daniel Anderson,1951-01-01T00:00:00,Southern California,USA,Southern California/USA,6-2,185.0,2,33,Guard,Inactive,N,1610612757,Trail Blazers,N,Y,Y,1974,6,92,N,False
1507,Derek Anderson,1974-07-18T00:00:00,Kentucky,USA,Kentucky/USA,6-5,195.0,12,1,Guard,Inactive,N,1610612757,Trail Blazers,N,Y,Y,1997,1,13,N,False
76037,Dwight Anderson,1960-12-28T00:00:00,Southern California,USA,Southern California/USA,6-3,185.0,1,20,Guard,Inactive,N,1610612743,Nuggets,N,Y,Y,1982,2,41,N,False
944,Eric Anderson,1970-05-26T00:00:00,Indiana,USA,Indiana/USA,6-9,220.0,2,42,Forward,Inactive,N,1610612752,Knicks,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
246,Greg Anderson,1964-06-22T00:00:00,Houston,USA,Houston/USA,6-10,250.0,10,0,Center-Forward,Inactive,N,1610612759,Spurs,N,Y,Y,1987,1,23,N,False
202341,James Anderson,1989-03-25T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-6,213.0,6,5,Guard-Forward,Inactive,N,1610612759,Spurs,Y,Y,Y,2010,1,20,N,False
76040,Jerome Anderson,1953-10-09T00:00:00,West Virginia,USA,West Virginia/USA,6-5,195.0,2,21-23,Guard,Inactive,N,1610612754,Pacers,N,Y,Y,1975,3,53,N,False
1626147,Justin Anderson,1993-11-19T00:00:00,Virginia,USA,Virginia/USA,6-5,231.0,7,,Forward-Guard,Inactive,N,0,,Y,Y,Y,2015,1,21,N,False
72,Kenny Anderson,1970-10-09T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-1,168.0,14,,Guard,Inactive,N,0,,N,Y,Y,1991,1,2,N,False
76041,Kim Anderson,1955-05-12T00:00:00,Missouri,USA,Missouri/USA,6-7,200.0,1,42,Forward,Inactive,N,1610612757,Trail Blazers,N,Y,Y,1978,7,146,N,False
203937,Kyle Anderson,1993-09-20T00:00:00,UCLA,USA,UCLA/USA,6-9,230.0,10,1,Forward-Guard,Active,Y,1610612744,Warriors,Y,Y,Y,2014,1,30,N,True
76042,Michael Anderson,1966-03-23T00:00:00,Drexel,USA,Drexel/USA,5-11,184.0,1,10,Guard,Inactive,N,1610612759,Spurs,N,Y,Y,1988,3,73,N,False
76043,Mitchell Anderson,1960-09-23T00:00:00,Bradley,USA,Bradley/USA,6-8,195.0,3,11,Forward,Inactive,N,1610612762,Jazz,N,Y,Y,1982,2,36,N,False
98,Nick Anderson,1968-01-20T00:00:00,Illinois,USA,Illinois/USA,6-6,228.0,14,5,Forward-Guard,Inactive,N,1610612753,Magic,N,Y,Y,1989,1,11,N,False
76045,Richard Anderson,1960-11-19T00:00:00,California-Santa Barbara,USA,California-Santa Barbara/USA,6-10,240.0,6,35,Forward,Inactive,N,1610612757,Trail Blazers,N,Y,Y,1982,2,32,N,False
76046,Ron Anderson,1958-10-15T00:00:00,Fresno State,USA,Fresno State/USA,6-7,215.0,10,35,Forward,Inactive,N,1610612755,76ers,N,Y,Y,1984,2,27,N,False
201583,Ryan Anderson,1988-05-06T00:00:00,California,USA,California/USA,6-9,240.0,12,,Forward,Inactive,N,0,,N,Y,Y,2008,1,21,N,False
1000,Shandon Anderson,1973-12-31T00:00:00,Georgia,USA,Georgia/USA,6-6,215.0,10,49,Guard-Forward,Inactive,N,1610612752,Knicks,N,Y,Y,1996,2,54,N,False
335,Willie Anderson,1967-01-08T00:00:00,Georgia,USA,Georgia/USA,6-8,200.0,8,35,Guard-Forward,Inactive,N,1610612759,Spurs,N,Y,Y,1988,1,10,N,False
76048,Wally Anderzunas,1946-01-11T00:00:00,Creighton,USA,Creighton/USA,6-7,220.0,1,21,Center,Inactive,N,1610612758,Royals,N,Y,Y,1969,2,25,N,False
101149,Martynas Andriuskevicius,1986-03-12T00:00:00,Zalgiris,Lithuania,Zalgiris/Lithuania,7-2,240.0,2,15,Center,Inactive,N,1610612739,Cavaliers,Y,Y,Y,2005,2,44,N,False
76049,Don Anielak,1930-11-01T00:00:00,Missouri State,USA,Missouri State/USA,6-7,190.0,1,12,Forward,Inactive,N,1610612752,Knicks,N,Y,Y,1954,3,26,N,False
1628387,Ike Anigbogu,1998-10-16T00:00:00,UCLA,USA,UCLA/USA,6-10,250.0,3,,Center,Inactive,N,0,,Y,Y,Y,2017,2,47,N,False
76050,Michael Ansley,1967-02-08T00:00:00,Alabama,USA,Alabama/USA,6-7,225.0,3,54,Forward,Inactive,N,1610612753,Magic,N,Y,Y,1989,2,37,N,False
1512,Chris Anstey,1975-01-01T00:00:00,South East Melbourne,Australia,South East Melbourne/Australia,7-0,249.0,2,22,Center,Inactive,N,1610612742,Mavericks,N,Y,Y,1997,1,18,N,False
203507,Giannis Antetokounmpo,1994-12-06T00:00:00,Filathlitikos,Greece,Filathlitikos/Greece,6-11,243.0,11,34,Forward,Active,Y,1610612749,Bucks,N,Y,Y,2013,1,15,Y,True
1628961,Kostas Antetokounmpo,1997-11-20T00:00:00,Dayton,Greece,Dayton/Greece,6-10,200.0,4,37,Forward,Inactive,N,1610612747,Lakers,Y,Y,Y,2018,2,60,N,False
203648,Thanasis Antetokounmpo,1992-07-18T00:00:00,Panathinaikos,Greece,Panathinaikos/Greece,6-7,219.0,7,43,Forward,Inactive,N,1610612749,Bucks,Y,Y,Y,2014,2,51,N,False
2546,Carmelo Anthony,1984-05-29T00:00:00,Syracuse,USA,Syracuse/USA,6-7,238.0,20,7,Forward,Inactive,N,1610612747,Lakers,N,Y,Y,2003,1,3,Y,False
1630175,Cole Anthony,2000-05-15T00:00:00,North Carolina,USA,North Carolina/USA,6-2,185.0,4,50,Guard,Active,Y,1610612753,Magic,N,Y,Y,2020,1,15,N,True
21,Greg Anthony,1967-11-15T00:00:00,UNLV,USA,UNLV/USA,6-1,180.0,11,50,Guard,Inactive,N,1610612752,Knicks,N,Y,Y,1991,1,12,N,False
201202,Joel Anthony,1982-08-09T00:00:00,UNLV,Canada,UNLV/Canada,6-9,245.0,11,30,Center,Inactive,N,1610612748,Heat,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
203544,Pero Antic,1982-07-29T00:00:00,Olympiacos,Macedonia,Olympiacos/Macedonia,6-11,260.0,2,6,Forward-Center,Inactive,N,1610612737,Hawks,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1628384,OG Anunoby,1997-07-17T00:00:00,Indiana,United Kingdom,Indiana/United Kingdom,6-7,240.0,7,8,Forward-Guard,Active,Y,1610612752,Knicks,N,Y,Y,2017,1,23,N,True
203951,Keith Appling,1992-02-13T00:00:00,Michigan State,USA,Michigan State/USA,6-1,185.0,1,,Guard,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
2737,Rafael Araujo,1980-08-12T00:00:00,Brigham Young,Brazil,Brigham Young/Brazil,6-11,270.0,4,55,Center,Inactive,N,1610612761,Raptors,N,Y,Y,2004,1,8,N,False
76053,Stacey Arceneaux,1936-02-17T00:00:00,Iowa State,USA,Iowa State/USA,6-4,210.0,1,,Forward,Inactive,N,1610612737,Hawks,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76054,Nate Archibald,1948-09-02T00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-1,150.0,13,1,Guard,Inactive,N,1610612758,Kings,N,Y,Y,1970,2,19,Y,False
2425,Robert Archibald,1980-03-29T00:00:00,Illinois,Scotland,Illinois/Scotland,6-11,250.0,3,34,Forward,Inactive,N,1610612761,Raptors,N,Y,Y,2002,2,31,N,False
1627853,Ryan Arcidiacono,1994-03-26T00:00:00,Villanova,USA,Villanova/USA,6-3,195.0,7,,Guard,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76055,Jim Ard,1948-09-19T00:00:00,Cincinnati,USA,Cincinnati/USA,6-9,215.0,4,34,Center,Inactive,N,1610612738,Celtics,N,Y,Y,1970,1,6,N,False
2240,Gilbert Arenas,1982-01-06T00:00:00,Arizona,USA,Arizona/USA,6-4,215.0,12,10,Guard,Inactive,N,1610612764,Wizards,N,Y,Y,2001,2,30,N,False
2772,Trevor Ariza,1985-06-30T00:00:00,UCLA,USA,UCLA/USA,6-8,215.0,18,,Forward,Inactive,N,0,,N,Y,Y,2004,2,43,N,False
76056,Paul Arizin,1928-04-09T00:00:00,Villanova,USA,Villanova/USA,6-4,190.0,10,11,Forward,Inactive,N,1610612744,Warriors,N,Y,Y,1950,,,Y,False
76057,Joe Arlauckas,1965-07-20T00:00:00,Niagara,USA,Niagara/USA,6-9,230.0,1,53,Forward,Inactive,N,1610612758,Kings,N,Y,Y,1987,4,74,N,False
1631317,Adonis Arms,1998-06-26T00:00:00,Texas Tech,USA,Texas Tech/USA,,,0,,,Inactive,N,0,,Y,N,N,Undrafted,Undrafted,Undrafted,N,True
769,B.J. Armstrong,1967-09-09T00:00:00,Iowa,USA,Iowa/USA,6-2,185.0,11,11,Guard,Inactive,N,1610612741,Bulls,N,Y,Y,1989,1,18,N,False
76061,Bob Armstrong,1933-06-17T00:00:00,Michigan State,USA,Michigan State/USA,6-8,220.0,1,19,Center,Inactive,N,1610612744,Warriors,N,Y,Y,1955,,,N,False
2220,Brandon Armstrong,1980-06-16T00:00:00,Pepperdine,USA,Pepperdine/USA,6-5,185.0,4,1,Guard,Inactive,N,1610612751,Nets,Y,Y,Y,2001,1,23,N,False
353,Darrell Armstrong,1968-06-22T00:00:00,Fayetteville State,USA,Fayetteville State/USA,6-1,180.0,15,10,Guard,Inactive,N,1610612753,Magic,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
200756,Hilton Armstrong,1984-11-23T00:00:00,Connecticut,USA,Connecticut/USA,6-11,235.0,6,57,Forward-Center,Inactive,N,1610612740,Hornets,Y,Y,Y,2006,1,12,N,False
1642378,Mark Armstrong,2004-02-21T00:00:00,Villanova,USA,Villanova/USA,,,0,,,Inactive,N,0,,Y,N,N,Undrafted,Undrafted,Undrafted,N,True
