"id","full_name","birthdate","school","country","last_affiliation","height","weight","season_exp","jersey","position","roster_status","games_played_current_season_flag","team_id","team_name","dleague_flag","nba_flag","games_played_flag","draft_year","draft_round","draft_number","greatest_75_flag","is_active"
1626147,"Justin Anderson",1993-11-19,"Virginia","USA","Virginia/USA","6-5",231,7,"","Forward-Guard","Inactive","N",0,"","Y","Y","Y","2015","1","21","N","false"
72,"Kenny Anderson",1970-10-09,"Georgia Tech","USA","Georgia Tech/USA","6-1",168,14,"","Guard","Inactive","N",0,"","N","Y","Y","1991","1","2","N","false"
76041,"Kim Anderson",1955-05-12,"Missouri","USA","Missouri/USA","6-7",200,1,"42","Forward","Inactive","N",1610612757,"Trail Blazers","N","Y","Y","1978","7","146","N","false"
203937,"Kyle Anderson",1993-09-20,"UCLA","USA","UCLA/USA","6-9",230,10,"1","Forward-Guard","Active","Y",1610612744,"Warriors","Y","Y","Y","2014","1","30","N","true"
76042,"Michael Anderson",1966-03-23,"Drexel","USA","Drexel/USA","5-11",184,1,"10","Guard","Inactive","N",1610612759,"Spurs","N","Y","Y","1988","3","73","N","false"
76043,"Mitchell Anderson",1960-09-23,"Bradley","USA","Bradley/USA","6-8",195,3,"11","Forward","Inactive","N",1610612762,"Jazz","N","Y","Y","1982","2","36","N","false"
98,"Nick Anderson",1968-01-20,"Illinois","USA","Illinois/USA","6-6",228,14,"5","Forward-Guard","Inactive","N",1610612753,"Magic","N","Y","Y","1989","1","11","N","false"
76045,"Richard Anderson",1960-11-19,"California-Santa Barbara","USA","California-Santa Barbara/USA","6-10",240,6,"35","Forward","Inactive","N",1610612757,"Trail Blazers","N","Y","Y","1982","2","32","N","false"
76046,"Ron Anderson",1958-10-15,"Fresno State","USA","Fresno State/USA","6-7",215,10,"35","Forward","Inactive","N",1610612755,"76ers","N","Y","Y","1984","2","27","N","false"
201583,"Ryan Anderson",1988-05-06,"California","USA","California/USA","6-9",240,12,"","Forward","Inactive","N",0,"","N","Y","Y","2008","1","21","N","false"
1000,"Shandon Anderson",1973-12-31,"Georgia","USA","Georgia/USA","6-6",215,10,"49","Guard-Forward","Inactive","N",1610612752,"Knicks","N","Y","Y","1996","2","54","N","false"
335,"Willie Anderson",1967-01-08,"Georgia","USA","Georgia/USA","6-8",200,8,"35","Guard-Forward","Inactive","N",1610612759,"Spurs","N","Y","Y","1988","1","10","N","false"
76048,"Wally Anderzunas",1946-01-11,"Creighton","USA","Creighton/USA","6-7",220,1,"21","Center","Inactive","N",1610612758,"Royals","N","Y","Y","1969","2","25","N","false"
101149,"Martynas Andriuskevicius",1986-03-12,"Zalgiris","Lithuania","Zalgiris/Lithuania","7-2",240,2,"15","Center","Inactive","N",1610612739,"Cavaliers","Y","Y","Y","2005","2","44","N","false"
76049,"Don Anielak",1930-11-01,"Missouri State","USA","Missouri State/USA","6-7",190,1,"12","Forward","Inactive","N",1610612752,"Knicks","N","Y","Y","1954","3","26","N","false"
1628387,"Ike Anigbogu",1998-10-16,"UCLA","USA","UCLA/USA","6-10",250,3,"","Center","Inactive","N",0,"","Y","Y","Y","2017","2","47","N","false"
76050,"Michael Ansley",1967-02-08,"Alabama","USA","Alabama/USA","6-7",225,3,"54","Forward","Inactive","N",1610612753,"Magic","N","Y","Y","1989","2","37","N","false"
1512,"Chris Anstey",1975-01-01,"South East Melbourne","Australia","South East Melbourne/Australia","7-0",249,2,"22","Center","Inactive","N",1610612742,"Mavericks","N","Y","Y","1997","1","18","N","false"
203507,"Giannis Antetokounmpo",1994-12-06,"Filathlitikos","Greece","Filathlitikos/Greece","6-11",243,11,"34","Forward","Active","Y",1610612749,"Bucks","N","Y","Y","2013","1","15","Y","true"
1628961,"Kostas Antetokounmpo",1997-11-20,"Dayton","Greece","Dayton/Greece","6-10",200,4,"37","Forward","Inactive","N",1610612747,"Lakers","Y","Y","Y","2018","2","60","N","false"
203648,"Thanasis Antetokounmpo",1992-07-18,"Panathinaikos","Greece","Panathinaikos/Greece","6-7",219,7,"43","Forward","Inactive","N",1610612749,"Bucks","Y","Y","Y","2014","2","51","N","false"
2546,"Carmelo Anthony",1984-05-29,"Syracuse","USA","Syracuse/USA","6-7",238,20,"7","Forward","Inactive","N",1610612747,"Lakers","N","Y","Y","2003","1","3","Y","false"
1630175,"Cole Anthony",2000-05-15,"North Carolina","USA","North Carolina/USA","6-2",185,4,"50","Guard","Active","Y",1610612753,"Magic","N","Y","Y","2020","1","15","N","true"
21,"Greg Anthony",1967-11-15,"UNLV","USA","UNLV/USA","6-1",180,11,"50","Guard","Inactive","N",1610612752,"Knicks","N","Y","Y","1991","1","12","N","false"
201202,"Joel Anthony",1982-08-09,"UNLV","Canada","UNLV/Canada","6-9",245,11,"30","Center","Inactive","N",1610612748,"Heat","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
203544,"Pero Antic",1982-07-29,"Olympiacos","Macedonia","Olympiacos/Macedonia","6-11",260,2,"6","Forward-Center","Inactive","N",1610612737,"Hawks","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1628384,"OG Anunoby",1997-07-17,"Indiana","United Kingdom","Indiana/United Kingdom","6-7",240,7,"8","Forward-Guard","Active","Y",1610612752,"Knicks","N","Y","Y","2017","1","23","N","true"
203951,"Keith Appling",1992-02-13,"Michigan State","USA","Michigan State/USA","6-1",185,1,"","Guard","Inactive","N",0,"","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
2737,"Rafael Araujo",1980-08-12,"Brigham Young","Brazil","Brigham Young/Brazil","6-11",270,4,"55","Center","Inactive","N",1610612761,"Raptors","N","Y","Y","2004","1","8","N","false"
76053,"Stacey Arceneaux",1936-02-17,"Iowa State","USA","Iowa State/USA","6-4",210,1,"","Forward","Inactive","N",1610612737,"Hawks","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76054,"Nate Archibald",1948-09-02,"Texas-El Paso","USA","Texas-El Paso/USA","6-1",150,13,"1","Guard","Inactive","N",1610612758,"Kings","N","Y","Y","1970","2","19","Y","false"
2425,"Robert Archibald",1980-03-29,"Illinois","Scotland","Illinois/Scotland","6-11",250,3,"34","Forward","Inactive","N",1610612761,"Raptors","N","Y","Y","2002","2","31","N","false"
1627853,"Ryan Arcidiacono",1994-03-26,"Villanova","USA","Villanova/USA","6-3",195,7,"","Guard","Inactive","N",0,"","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76055,"Jim Ard",1948-09-19,"Cincinnati","USA","Cincinnati/USA","6-9",215,4,"34","Center","Inactive","N",1610612738,"Celtics","N","Y","Y","1970","1","6","N","false"
2240,"Gilbert Arenas",1982-01-06,"Arizona","USA","Arizona/USA","6-4",215,12,"10","Guard","Inactive","N",1610612764,"Wizards","N","Y","Y","2001","2","30","N","false"
2772,"Trevor Ariza",1985-06-30,"UCLA","USA","UCLA/USA","6-8",215,18,"","Forward","Inactive","N",0,"","N","Y","Y","2004","2","43","N","false"
76056,"Paul Arizin",1928-04-09,"Villanova","USA","Villanova/USA","6-4",190,10,"11","Forward","Inactive","N",1610612744,"Warriors","N","Y","Y","1950",,,"Y","false"
76057,"Joe Arlauckas",1965-07-20,"Niagara","USA","Niagara/USA","6-9",230,1,"53","Forward","Inactive","N",1610612758,"Kings","N","Y","Y","1987","4","74","N","false"
1631317,"Adonis Arms",1998-06-26,"Texas Tech","USA","Texas Tech/USA","",,0,"","","Inactive","N",0,"","Y","N","N","Undrafted","Undrafted","Undrafted","N","true"
769,"B.J. Armstrong",1967-09-09,"Iowa","USA","Iowa/USA","6-2",185,11,"11","Guard","Inactive","N",1610612741,"Bulls","N","Y","Y","1989","1","18","N","false"
76061,"Bob Armstrong",1933-06-17,"Michigan State","USA","Michigan State/USA","6-8",220,1,"19","Center","Inactive","N",1610612744,"Warriors","N","Y","Y","1955",,,"N","false"
2220,"Brandon Armstrong",1980-06-16,"Pepperdine","USA","Pepperdine/USA","6-5",185,4,"1","Guard","Inactive","N",1610612751,"Nets","Y","Y","Y","2001","1","23","N","false"
353,"Darrell Armstrong",1968-06-22,"Fayetteville State","USA","Fayetteville State/USA","6-1",180,15,"10","Guard","Inactive","N",1610612753,"Magic","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
200756,"Hilton Armstrong",1984-11-23,"Connecticut","USA","Connecticut/USA","6-11",235,6,"57","Forward-Center","Inactive","N",1610612740,"Hornets","Y","Y","Y","2006","1","12","N","false"
1642378,"Mark Armstrong",2004-02-21,"Villanova","USA","Villanova/USA","",,0,"","","Inactive","N",0,"","Y","N","N","Undrafted","Undrafted","Undrafted","N","true"
76060,"Paul Armstrong",1918-11-01,"Indiana","USA","Indiana/USA","5-11",170,3,"3","Guard","Inactive","N",1610612765,"Pistons","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76059,"Tate Armstrong",1955-10-05,"Duke","USA","Duke/USA","6-3",175,2,"14","Guard","Inactive","N",1610612741,"Bulls","N","Y","Y","1977","1","13","N","false"
76062,"Jesse Arnelle",1933-12-30,"Penn State","USA","Penn State/USA","6-5",220,1,"15-18","Forward","Inactive","N",1610612765,"Pistons","N","Y","Y","1955","2","13","N","false"
76063,"Jay Arnette",1938-12-19,"Texas","USA","Texas/USA","6-2",175,3,"21","Guard","Inactive","N",1610612758,"Royals","N","Y","Y","1960","2","9","N","false"
76064,"Bob Arnzen",1947-11-03,"Notre Dame","USA","Notre Dame/USA","6-5",205,1,"21-30","Forward","Inactive","N",1610612758,"Royals","N","Y","Y","1969","8","103","N","false"
